pop	sample	records	primary_kept	kept_frac	primary_kept_read2	primary_disc_mapq	primary_disc_sclip	unmapped	secondary	supplementary
rs	rs_f_36	14614466	11646332	0.797	5699973	961898	1201881	492775	0	311580
rs	rs_f_37	18757846	15271861	0.814	7463769	1179293	1375556	558914	0	372222
rs	rs_f_38	24204572	20470115	0.846	10201889	1285447	1293044	693764	0	462202
rs	rs_f_39	27620302	23181385	0.839	11494291	1736326	1348283	781702	0	572606
rs	rs_f_4	11827722	9713829	0.821	4766794	733751	829176	326222	0	224744
rs	rs_f_40	19287756	15860540	0.822	7776791	1315885	1233168	493843	0	384320
rs	rs_f_42	22889336	19306974	0.843	9606870	1318967	1213956	610291	0	439148
rs	rs_f_43	44408184	37527817	0.845	18706703	2970898	2050305	1114562	0	744602
rs	rs_f_44	10075652	8239356	0.818	4013735	657132	707940	265014	0	206210
rs	rs_f_45	23766502	19622980	0.826	9760658	1594199	1372886	561907	0	614530
rs	rs_f_46	22406923	18906159	0.844	9404194	1325681	1162461	577299	0	435323
rs	rs_f_47	16620873	13621783	0.820	6595667	1005191	1215954	452498	0	325447
rs	rs_f_48	21586156	17222937	0.798	8183814	1401739	1571785	837239	0	552456
rs	rs_f_49	20648751	17220494	0.834	8605359	1199315	1211002	562217	0	455723
rs	rs_f_5	19603343	15377756	0.784	7667458	1326531	1656314	523273	0	719469
rs	rs_f_50	14057518	11547421	0.821	5591629	853696	1018644	374589	0	263168
rs	rs_f_51	14662879	12066318	0.823	5968671	930822	866750	479920	0	319069
rs	rs_f_52	23413629	19444853	0.830	9644996	1531152	1293940	618561	0	525123
rs	rs_f_53	15346515	12168024	0.793	6049436	954468	1305976	375366	0	542681
rs	rs_f_54	17933291	14922772	0.832	7407364	1132332	1007998	411358	0	458831
rs	rs_f_55	19015682	15777663	0.830	7892736	1173313	1127480	515216	0	422010
rs	rs_f_56	14018422	11618937	0.829	5731385	907852	852982	326603	0	312048
rs	rs_f_57	23752513	19949657	0.840	10015717	1455644	1285743	540212	0	521257
rs	rs_f_58	15005359	12684463	0.845	6329859	859415	780772	395048	0	285661
rs	rs_f_59	15173525	12534969	0.826	6149721	874167	1062273	410695	0	291421
rs	rs_f_6	23266743	18960623	0.815	9273640	1470327	1692810	692962	0	450021
rs	rs_f_60	14290884	11455035	0.802	5612038	894476	1170230	464471	0	306672
rs	rs_f_61	23932913	19974992	0.835	9975792	1288226	1427587	702441	0	539667
rs	rs_f_62	51968752	42036750	0.809	20188768	3311691	3678458	1647445	0	1294408
rs	rs_f_64	18900876	15722160	0.832	7776264	1180335	1051143	514570	0	432668
rs	rs_f_65	22162958	18631414	0.841	9301885	1358280	1129788	643318	0	400158
rs	rs_f_66	16397227	13276422	0.810	6558983	1028900	1203114	448942	0	439849
rs	rs_f_68	15942978	13150880	0.825	6520538	978326	965292	494786	0	353694
rs	rs_f_69	17535441	13014795	0.742	6437466	1524282	1326074	1361785	0	308505
rs	rs_f_7	15964137	12958064	0.812	6442124	1097793	1020935	450164	0	437181
rs	rs_f_70	23221280	19690643	0.848	9865475	1287086	1168860	634079	0	440612
rs	rs_f_71	10526220	8537073	0.811	4131754	682476	820276	255649	0	230746
rs	rs_f_72	21125310	17807443	0.843	8879651	1235805	1129750	549966	0	402346
rs	rs_f_73	70470513	57657230	0.818	27906856	4710450	4850711	2014465	0	1237657
rs	rs_f_74	21998889	18053255	0.821	8839205	1303136	1612072	585835	0	444591
rs	rs_f_75	7884021	6560870	0.832	3264710	505944	421606	186282	0	209319
rs	rs_f_76	17183767	14048892	0.818	6961686	1063189	1095560	573275	0	402851
rs	rs_f_77	22214316	18627449	0.839	9234575	1329363	1214656	563384	0	479464
rs	rs_f_78	20195763	16889001	0.836	8418125	1221977	1145173	500789	0	438823
rs	rs_f_79	17975214	14238841	0.792	7074943	1150771	1513898	443076	0	628628
rs	rs_f_8	25496043	21421086	0.840	10717480	1582085	1309879	660814	0	522179
rs	rs_f_80	13407182	11323165	0.845	5592357	715901	755016	375056	0	238044
rs	rs_f_81	58110677	47399076	0.816	22955138	3983531	4143083	1627258	0	957729
rs	rs_f_82	19824491	16529495	0.834	8129869	1132496	1202252	584411	0	375837
rs	rs_f_83	27723046	22280963	0.804	10758562	1949466	2129068	758149	0	605400
rs	rs_f_84	25707243	21407532	0.833	10626730	1664476	1407497	666049	0	561689
rs	rs_f_85	16411180	12797875	0.780	6388724	1147930	1426924	401539	0	636912
rs	rs_f_86	23408188	19665140	0.840	9821062	1351798	1323170	579882	0	488198
rs	rs_f_87	17773188	13972755	0.786	6968636	1134929	1547416	423792	0	694296
rs	rs_f_88	20182645	14580418	0.722	7099360	1851744	1670843	1300855	0	778785
rs	rs_f_89	11229520	9190025	0.818	4493946	645533	759945	437311	0	196706
rs	rs_f_9	17312464	14331246	0.828	7162901	1108701	1028137	386914	0	457466
rs	rs_f_90	12712478	10261206	0.807	4935909	837723	948145	400864	0	264540
rs	rs_f_92	17173294	14127511	0.823	7058164	1101165	1072100	385372	0	487146
rs	rs_f_93	21294593	17184008	0.807	8155232	1310629	1456447	849644	0	493865
rs	rs_f_94	7241830	5930932	0.819	2876593	468338	521207	193589	0	127764
rs	rs_f_95	19186418	15960229	0.832	7855144	1149636	1147372	566519	0	362662
rs	rs_f_96	14103067	11905785	0.844	5851473	752937	755443	469743	0	219159
rs	rs_s_1	19614425	15774788	0.804	7587097	1275278	1497752	617292	0	449315
rs	rs_s_10	12861174	10370829	0.806	5111092	820042	946668	394457	0	329178
rs	rs_s_100	12958866	9682265	0.747	4778883	951649	1010527	1055325	0	259100
rs	rs_s_101	23905906	18914674	0.791	8982244	1624378	1773843	936777	0	656234
rs	rs_s_102	13664573	11335831	0.830	5575984	830904	834408	395789	0	267641
rs	rs_s_103	15823015	13238591	0.837	6602374	992566	892509	363900	0	335449
rs	rs_s_104	9047133	7650745	0.846	3820602	538863	436774	268476	0	152275
rs	rs_s_105	18961506	15829394	0.835	7870429	1291792	960610	463334	0	416376
rs	rs_s_106	14838530	11774074	0.793	5852093	942632	1241133	375755	0	504936
rs	rs_s_107	16740113	13590031	0.812	6615745	1147654	1196087	447912	0	358429
rs	rs_s_108	14174845	11694571	0.825	5796528	848423	862949	453837	0	315065
rs	rs_s_109	17755002	15004860	0.845	7519734	1048170	901728	461126	0	339118
rs	rs_s_11	15126789	12582948	0.832	6274425	924829	889050	408459	0	321503
rs	rs_s_111	13886915	11269189	0.811	5602793	941982	894235	376086	0	405423
rs	rs_s_112	12200771	10154556	0.832	5062129	784346	708832	270410	0	282627
rs	rs_s_113	827395	703828	0.851	351089	51584	38694	20464	0	12825
rs	rs_s_114	6308773	5212214	0.826	2547113	390352	351126	255736	0	99345
rs	rs_s_115	18216525	15267572	0.838	7448532	1038659	1033423	575612	0	301259
rs	rs_s_116	20170251	17222509	0.854	8581630	1041971	968692	586382	0	350697
rs	rs_s_117	15098122	12194317	0.808	5850966	933526	1156414	456529	0	357336
rs	rs_s_118	19839722	16023339	0.808	7630576	1241751	1426113	749959	0	398560
rs	rs_s_119	15890847	13401637	0.843	6684651	933200	837303	423016	0	295691
rs	rs_s_12	21750292	18340496	0.843	9123999	1236596	1137508	629468	0	406224
rs	rs_s_120	23247404	18946422	0.815	9019814	1349321	1652969	883162	0	415530
rs	rs_s_121	14772894	12320468	0.834	6157314	841133	873341	434912	0	303040
rs	rs_s_122	17558434	14666423	0.835	7152627	1011674	1006641	575326	0	298370
rs	rs_s_123	12866881	10444954	0.812	5198771	891158	821030	353176	0	356563
rs	rs_s_124	16238698	13476141	0.830	6710955	1039144	951764	369651	0	401998
rs	rs_s_125	19247832	16182742	0.841	8043049	1120617	1019543	532382	0	392548
rs	rs_s_126	12310249	10090042	0.820	4957916	794367	872297	312336	0	241207
rs	rs_s_127	16910615	13132377	0.777	6566933	1200183	1481440	398156	0	698459
rs	rs_s_128	14393151	12007668	0.834	5948104	901690	741102	394952	0	347739
rs	rs_s_129	10239249	8210029	0.802	3979934	700118	823160	258665	0	247277
rs	rs_s_130	13849798	11386496	0.822	5580578	877529	954902	354053	0	276818
rs	rs_s_131	8967407	7385271	0.824	3671056	569312	520877	208310	0	283637
rs	rs_s_132	7529127	6074615	0.807	2931526	482921	591139	200089	0	180363
rs	rs_s_134	22619886	18502881	0.818	9060603	1405208	1636643	603304	0	471850
rs	rs_s_135	4124134	3272064	0.793	1581159	277938	347789	102113	0	124230
rs	rs_s_136	14508545	11810631	0.814	5817103	887118	1041641	416942	0	352213
rs	rs_s_137	13288219	11029305	0.830	5450138	809130	745258	449151	0	255375
rs	rs_s_138	14459726	11833436	0.818	5797070	1006941	942473	379054	0	297822
rs	rs_s_139	14061725	11642272	0.828	5794762	853399	883993	315508	0	366553
rs	rs_s_14	13463291	9474931	0.704	4598452	1474396	1136801	781416	0	595747
rs	rs_s_140	18796280	15285773	0.813	7288068	1114316	1342931	708344	0	344916
rs	rs_s_141	15470332	12688541	0.820	6347009	1023596	975658	333121	0	449416
rs	rs_s_142	13672335	11421434	0.835	5706958	862440	769154	330200	0	289107
rs	rs_s_143	18728610	14908847	0.796	7086394	1186221	1550591	676451	0	406500
rs	rs_s_144	23244241	19219412	0.827	9501220	1532755	1330667	615700	0	545707
rs	rs_s_145	8410184	5361186	0.637	2798109	608971	1341005	264910	0	834112
rs	rs_s_146	14940478	12229647	0.819	5988232	947101	1068586	393878	0	301266
rs	rs_s_147	29523980	24901538	0.843	12389629	1919882	1429217	695393	0	577950
rs	rs_s_148	14609322	11915693	0.816	5813480	898925	1079893	436247	0	278564
rs	rs_s_149	17630863	14596193	0.828	7221463	1076806	1024047	550000	0	383817
rs	rs_s_15	16944116	13541392	0.799	6665485	1120654	1317377	485187	0	479506
rs	rs_s_150	11263671	9339773	0.829	4580388	636658	784592	285021	0	217627
rs	rs_s_151	15433979	12717425	0.824	6298128	923259	941570	499812	0	351913
rs	rs_s_152	14598628	11693966	0.801	5757197	920154	1137733	407677	0	439098
rs	rs_s_153	15881820	12630055	0.795	6013101	1075007	1163539	596323	0	416896
rs	rs_s_154	15094185	12185157	0.807	5966410	974652	1104480	450783	0	379113
rs	rs_s_155	15546902	12548358	0.807	6141128	892166	1267948	518862	0	319568
rs	rs_s_157	31248414	25268177	0.809	12139701	2020675	2334432	933458	0	691672
rs	rs_s_158	17073408	14003398	0.820	6944076	1111952	1042581	524759	0	390718
rs	rs_s_159	12886375	10812507	0.839	5342563	735975	731764	375952	0	230177
rs	rs_s_16	21069233	17352653	0.824	8680093	1413101	1277340	466220	0	559919
rs	rs_s_160	13841844	11342008	0.819	5639229	856994	865432	395780	0	381630
rs	rs_s_161	24619671	20875448	0.848	10393462	1320210	1203591	817095	0	403327
rs	rs_s_162	8136228	6634433	0.815	3298523	514160	507341	257878	0	222416
rs	rs_s_163	16327646	13559529	0.830	6658004	909354	1108933	442176	0	307654
rs	rs_s_164	14958136	12034167	0.805	5924816	949679	1142149	408731	0	423410
rs	rs_s_165	13505649	10937946	0.810	5439836	916326	885158	369476	0	396743
rs	rs_s_166	14954997	12165413	0.813	5994840	946422	1058698	416155	0	368309
rs	rs_s_167	29058022	24794049	0.853	12354613	1525775	1377288	855688	0	505222
rs	rs_s_168	14678695	12218792	0.832	5958531	860530	863556	475752	0	260065
rs	rs_s_169	17413309	13792314	0.792	6856788	1165086	1438360	446562	0	570987
rs	rs_s_17	10028889	8387347	0.836	4189898	641560	541059	264198	0	194725
rs	rs_s_170	17828323	14263542	0.800	7014714	1148705	1398526	496067	0	521483
rs	rs_s_171	20695469	16735382	0.809	8077611	1380021	1509698	588599	0	481769
rs	rs_s_172	15809408	12981650	0.821	6440711	1048010	932314	397204	0	450230
rs	rs_s_173	16263849	13560174	0.834	6757202	1012934	932465	395731	0	362545
rs	rs_s_174	13627491	11510015	0.845	5652023	676802	752265	477296	0	211113
rs	rs_s_175	14483904	11356844	0.784	5648515	987517	1252705	369346	0	517492
rs	rs_s_176	13557444	10902407	0.804	5227761	866802	1052927	408442	0	326866
rs	rs_s_177	21491237	17489210	0.814	8415273	1298251	1603268	650987	0	449521
rs	rs_s_178	17842257	14359743	0.805	7143067	1091719	1414673	447009	0	529113
rs	rs_s_179	14193679	11865867	0.836	5835920	821352	839116	425469	0	241875
rs	rs_s_18	16558347	13739957	0.830	6781521	1067175	998300	411294	0	341621
rs	rs_s_180	12849164	10620867	0.827	5289233	811281	802444	287378	0	327194
rs	rs_s_181	14373856	11838090	0.824	5828468	897963	955635	399684	0	282484
rs	rs_s_182	13108753	10678725	0.815	5311005	906624	778406	374077	0	370921
rs	rs_s_183	13283818	10924917	0.822	5442270	901436	835218	272793	0	349454
rs	rs_s_184	3916553	3237075	0.827	1620531	240432	233815	118776	0	86455
rs	rs_s_185	13444764	11222487	0.835	5486147	826076	752901	417702	0	225598
rs	rs_s_186	22300353	18012067	0.808	8554234	1363618	1557197	885414	0	482057
rs	rs_s_187	15754649	13246864	0.841	6567947	968428	773654	436882	0	328821
rs	rs_s_188	15147290	12308879	0.813	6066313	940376	1078809	437570	0	381656
rs	rs_s_189	13701923	11453622	0.836	5667876	828933	760164	368263	0	290941
rs	rs_s_19	24600131	19733441	0.802	9365658	1543342	1740426	961937	0	620985
rs	rs_s_190	17003482	13985152	0.822	6841320	1016046	1158745	523069	0	320470
rs	rs_s_191	11262349	8155833	0.724	3977434	1126388	925721	576446	0	477961
rs	rs_s_192	2353	1570	0.667	883	169	324	257	0	33
rs	rs_s_193	24801918	20505082	0.827	10139762	1693141	1394461	650250	0	558984
rs	rs_s_194	17377471	14272155	0.821	7110271	1135519	1136660	361238	0	471899
rs	rs_s_195	18106156	14807579	0.818	7240723	1114716	1313208	524349	0	346304
rs	rs_s_196	18166629	14141163	0.778	7066654	1275582	1583268	435671	0	730945
rs	rs_s_197	22906349	19020077	0.830	9385205	1480040	1372152	546115	0	487965
rs	rs_s_198	16204457	11859835	0.732	5769802	1475200	1311192	933317	0	624913
rs	rs_s_199	13979139	11442491	0.819	5631092	892800	957644	396883	0	289321
rs	rs_s_2	18816819	15629364	0.831	7754107	1194627	1054993	530454	0	407381
rs	rs_s_20	29746786	25111436	0.844	12517925	1771997	1458093	857782	0	547478
rs	rs_s_200	3850459	3098125	0.805	1534673	244473	253724	94228	0	159909
rs	rs_s_201	14396168	11864194	0.824	5805820	907956	934673	376997	0	312348
rs	rs_s_203	11363530	9348514	0.823	4676593	752823	699347	242222	0	320624
rs	rs_s_204	27745894	23211915	0.837	11504242	1687340	1527996	698387	0	620256
rs	rs_s_205	20809579	17088307	0.821	8460237	1236426	1298458	720641	0	465747
rs	rs_s_206	17661433	14859420	0.841	7436944	1097603	910052	443325	0	351033
rs	rs_s_207	113652	87644	0.771	43562	6244	6791	11211	0	1762
rs	rs_s_208	25395061	20690868	0.815	9916902	1530298	1738463	862659	0	572773
rs	rs_s_209	20722172	17091495	0.825	8449652	1402531	1189672	543744	0	494730
rs	rs_s_21	22442535	18744335	0.835	9295095	1390384	1232008	598553	0	477255
rs	rs_s_210	15452554	12844688	0.831	6405075	1019933	874231	377938	0	335764
rs	rs_s_211	8152164	6545407	0.803	3168172	564449	646103	207075	0	189130
rs	rs_s_212	19446329	15704580	0.808	7481248	1251910	1387788	728736	0	373315
rs	rs_s_213	22190663	18122874	0.817	8904035	1410606	1556448	624356	0	476379
rs	rs_s_214	6766045	5582598	0.825	2706341	438221	464308	180243	0	100675
rs	rs_s_216	113896	80013	0.703	37205	6497	13369	12273	0	1744
rs	rs_s_217	20974052	17835100	0.850	8887141	1162251	1009888	595777	0	371036
rs	rs_s_218	17027035	14171454	0.832	7001511	1034963	940976	545671	0	333971
rs	rs_s_219	14884275	11955024	0.803	5890918	980615	1127337	413918	0	407381
rs	rs_s_22	10984712	8599671	0.783	4137986	768710	912415	322824	0	381092
rs	rs_s_220	17495163	14560318	0.832	7113226	1077056	1007486	538264	0	312039
rs	rs_s_221	22086446	18559993	0.840	9320310	1362318	1182087	490282	0	491766
rs	rs_s_222	15837996	13032868	0.823	6380965	929794	1072737	458545	0	344052
rs	rs_s_223	18701756	14837448	0.793	7372352	1196565	1542101	497066	0	628576
rs	rs_s_224	18911995	15460255	0.817	7564930	1179366	1316578	586031	0	369765
rs	rs_s_225	14296890	11826191	0.827	5850853	895763	819178	459930	0	295828
rs	rs_s_226	20081199	15980853	0.796	7875956	1372786	1581286	556749	0	589525
rs	rs_s_227	12605414	10660344	0.846	5334781	760650	632208	307264	0	244948
rs	rs_s_228	26822890	21610894	0.806	10577736	1658873	2148699	831498	0	572926
rs	rs_s_229	21580610	17306686	0.802	8229486	1383586	1530236	840014	0	520088
rs	rs_s_23	22253860	18751688	0.843	9385503	1335975	1155065	563046	0	448086
rs	rs_s_231	16600537	13942193	0.840	6950004	1023512	915838	369097	0	349897
rs	rs_s_233	8227047	6704257	0.815	3327479	571293	486189	196349	0	268959
rs	rs_s_236	18060298	14972960	0.829	7430231	1180287	1022288	460397	0	424366
rs	rs_s_237	22701775	19039719	0.839	9435401	1283598	1273337	643064	0	462057
rs	rs_s_238	19690023	16562440	0.841	8268722	1180810	1077485	469391	0	399897
rs	rs_s_24	13626256	11173998	0.820	5476240	878309	946222	353655	0	274072
rs	rs_s_240	12695008	10164614	0.801	5011663	859995	928509	399118	0	342772
rs	rs_s_241	14693594	12208239	0.831	5955071	870206	870361	478334	0	266454
rs	rs_s_242	17886221	14963132	0.837	7446941	1097067	946785	525512	0	353725
rs	rs_s_244	9010857	7297269	0.810	3475519	567254	644801	345182	0	156351
rs	rs_s_245	101775	72308	0.710	34403	5260	7621	14885	0	1701
rs	rs_s_246	14296873	11795403	0.825	5898740	895700	867443	345816	0	392511
rs	rs_s_247	17284160	14566934	0.843	7249858	1007058	902862	481140	0	326166
rs	rs_s_248	19721456	16392698	0.831	8074792	1203039	1158645	585288	0	381786
rs	rs_s_249	24656977	20284581	0.823	10015195	1638002	1449991	671846	0	612557
rs	rs_s_25	26457697	22365505	0.845	11143061	1548582	1283495	777724	0	482391
rs	rs_s_250	19632648	16419993	0.836	8170111	1199340	1091363	439864	0	482088
rs	rs_s_251	9485900	7593466	0.801	3662303	607605	763340	249665	0	271824
rs	rs_s_252	22107232	18678757	0.845	9325520	1285675	1145834	557534	0	439432
rs	rs_s_253	10996855	8865379	0.806	4372065	684655	846828	309260	0	290733
rs	rs_s_254	20243544	16501586	0.815	7933129	1286790	1455082	624728	0	375358
rs	rs_s_255	85889	63916	0.744	31615	5211	5772	8993	0	1997
rs	rs_s_256	12898255	10563467	0.819	5161284	805810	928590	365209	0	235179
rs	rs_s_257	11900285	8445982	0.710	4103629	1269012	1002106	688190	0	494995
rs	rs_s_258	7895193	6632581	0.840	3301306	478975	414274	221654	0	147709
rs	rs_s_259	21762823	18151940	0.834	9074883	1300394	1249175	585083	0	476231
rs	rs_s_26	20159626	16757422	0.831	8382137	1203713	1180183	583586	0	434722
rs	rs_s_260	21116317	17682455	0.837	8706563	1245122	1225196	567701	0	395843
rs	rs_s_261	36285707	29310930	0.808	14030792	2337424	2526832	1251348	0	859173
rs	rs_s_262	17418638	14704366	0.844	7369854	1027646	892204	456158	0	338264
rs	rs_s_263	14481583	11868092	0.820	5810842	1003013	934451	376394	0	299633
rs	rs_s_264	22159451	17925993	0.809	8769318	1292235	1757103	719497	0	464623
rs	rs_s_266	8595777	7035627	0.818	3508708	590215	558500	183990	0	227445
rs	rs_s_267	14096434	11715229	0.831	5817960	909261	774444	354802	0	342698
rs	rs_s_268	12792923	10592524	0.828	5295541	800742	773723	274117	0	351817
rs	rs_s_269	22526016	18913198	0.840	9442379	1396607	1177736	590027	0	448448
rs	rs_s_27	15709590	12794632	0.814	6303652	1031990	1079404	457476	0	346088
rs	rs_s_270	7966048	6287319	0.789	3027027	523464	682651	208820	0	263794
rs	rs_s_271	27360128	23343561	0.853	11692977	1500724	1334781	665770	0	515292
rs	rs_s_272	9681023	7783395	0.804	3722239	615774	698807	337788	0	245259
rs	rs_s_273	121447	83685	0.689	35446	7823	16591	10711	0	2637
rs	rs_s_274	23833154	20142106	0.845	10091190	1403400	1212803	610459	0	464386
rs	rs_s_275	5502474	4543262	0.826	2227270	331783	373524	150933	0	102972
rs	rs_s_277	20347780	16981406	0.835	8457873	1306505	1159238	432771	0	467860
rs	rs_s_278	14510835	11828435	0.815	5828385	927335	1020992	405132	0	328941
rs	rs_s_279	7417447	6236537	0.841	3041188	385406	426191	248836	0	120477
rs	rs_s_28	27234433	22099049	0.811	10757190	1874832	1918350	763993	0	578209
rs	rs_s_280	22521912	18333228	0.814	8800466	1376649	1665329	712398	0	434308
rs	rs_s_281	10505294	8591117	0.818	4211237	743999	679492	273124	0	217562
rs	rs_s_282	16126887	13620083	0.845	6800035	926798	869358	388297	0	322351
rs	rs_s_283	24425218	20346151	0.833	10105073	1516572	1378412	587383	0	596700
rs	rs_s_284	15225105	12448924	0.818	6123498	979862	1049286	426088	0	320945
rs	rs_s_285	15411210	12315022	0.799	6065729	1029994	1201137	431925	0	433132
rs	rs_s_286	187919	138490	0.737	67691	11562	14124	20972	0	2771
rs	rs_s_287	15036578	12217146	0.812	6015989	906656	1083920	428658	0	400198
rs	rs_s_288	29520758	23569840	0.798	11647471	1803790	1900674	1770518	0	475936
rs	rs_s_289	18134851	13685977	0.755	6763276	1321568	1363532	1426785	0	336989
rs	rs_s_29	38458215	31224843	0.812	14948376	2383317	2646361	1354823	0	848871
rs	rs_s_290	20035242	16233613	0.810	7744760	1236415	1429193	774329	0	361692
rs	rs_s_291	19040578	15155030	0.796	7530200	1210875	1565811	478396	0	630466
rs	rs_s_292	19722199	16538205	0.839	8250910	1211695	1067276	520690	0	384333
rs	rs_s_293	18156946	15318562	0.844	7528135	937347	1056646	542991	0	301400
rs	rs_s_294	15260936	12855314	0.842	6436884	929380	793592	383172	0	299478
rs	rs_s_295	5734639	4689233	0.818	2269773	351699	429167	147691	0	116849
rs	rs_s_296	20774815	17386108	0.837	8668359	1233196	1207670	496624	0	451217
rs	rs_s_297	53971	35951	0.666	17568	3168	3981	9908	0	963
rs	rs_s_298	18618672	15369191	0.825	7655185	1183953	1192858	384272	0	488398
rs	rs_s_299	10611346	6707958	0.632	3497074	773156	1689831	365109	0	1075292
rs	rs_s_3	23549643	19715815	0.837	9843887	1453121	1215453	742105	0	423149
rs	rs_s_30	18317633	15511994	0.847	7720010	1045917	939340	480687	0	339695
rs	rs_s_300	18424115	15024381	0.815	7389854	1169689	1263898	574916	0	391231
rs	rs_s_301	13130209	10925510	0.832	5449109	836502	772141	306307	0	289749
rs	rs_s_302	8280045	6640010	0.802	3268797	501592	655302	230604	0	252537
rs	rs_s_303	19501539	16306959	0.836	8131713	1182922	1120929	471630	0	419099
rs	rs_s_304	14948271	12577328	0.841	6217208	850129	836474	419325	0	265015
rs	rs_s_305	7769131	6358136	0.818	3152775	503259	479297	249904	0	178535
rs	rs_s_306	12759898	9940323	0.779	4958287	877429	1121771	306999	0	513376
rs	rs_s_307	46691	29811	0.638	14229	2307	3311	10567	0	695
rs	rs_s_308	10764226	8862333	0.823	4345582	724933	691013	271217	0	214730
rs	rs_s_309	5552378	4667530	0.841	2330725	322745	306613	144456	0	111034
rs	rs_s_31	19864153	16606902	0.836	8260969	1174443	1117429	488662	0	476717
rs	rs_s_310	17241733	14331999	0.831	7079451	1040686	970695	560876	0	337477
rs	rs_s_311	12188812	9879462	0.811	4914765	825205	798133	329296	0	356716
rs	rs_s_312	17910977	14541214	0.812	7008258	1115712	1328075	516807	0	409169
rs	rs_s_313	13494443	11338326	0.840	5576170	746866	759822	425316	0	224113
rs	rs_s_314	15592695	12999766	0.834	6480361	955627	888860	415495	0	332947
rs	rs_s_315	24603885	20162909	0.820	9882991	1510486	1770081	658828	0	501581
rs	rs_s_316	13669574	10975729	0.803	5399629	861143	1048107	388055	0	396540
rs	rs_s_317	5027949	4114203	0.818	2040201	307223	309180	117798	0	179545
rs	rs_s_318	10974442	6929448	0.631	3623638	845598	1758499	335949	0	1104948
rs	rs_s_32	7688991	6118063	0.796	2954473	522086	619460	213489	0	215893
rs	rs_s_321	16933	6325	0.374	3124	548	612	9221	0	227
rs	rs_s_322	15664638	12939737	0.826	6395247	920670	922150	552601	0	329480
rs	rs_s_323	6920088	5687631	0.822	2796345	421928	472285	202808	0	135436
rs	rs_s_324	18880185	15750688	0.834	7686579	1099965	1080699	626532	0	322301
rs	rs_s_327	22778925	18877279	0.829	9444878	1423459	1377413	489619	0	611155
rs	rs_s_328	11605866	9314466	0.803	4492939	794626	917040	321042	0	258692
rs	rs_s_329	18277611	15114567	0.827	7494647	1228834	1013375	499648	0	421187
rs	rs_s_33	58179352	47769079	0.821	23640271	3575826	4037619	1641244	0	1155584
rs	rs_s_330	161478	115890	0.718	53754	8742	18149	16271	0	2426
rs	rs_s_331	14618672	11378905	0.778	5679953	977946	1276758	382673	0	602390
rs	rs_s_332	16824819	14150479	0.841	7072767	955777	939091	431405	0	348067
rs	rs_s_333	16585256	14036658	0.846	7049420	950622	881621	357501	0	358854
rs	rs_s_334	16821525	14194794	0.844	7011680	910419	944394	480569	0	291349
rs	rs_s_335	7006272	5126672	0.732	2500386	615547	581784	435301	0	246968
rs	rs_s_336	8971694	5723502	0.638	2985967	666690	1417517	281747	0	882238
rs	rs_s_337	3053555	2398677	0.786	1158173	204366	267964	74043	0	108505
rs	rs_s_338	29613126	24212636	0.818	11626883	1825953	1979709	998744	0	596084
rs	rs_s_34	19965623	16720344	0.837	8335382	1207150	1131069	483899	0	423161
rs	rs_s_340	14984745	12633622	0.843	6307036	845670	797221	416451	0	291781
rs	rs_s_341	82194	53849	0.655	26269	6485	6419	14251	0	1190
rs	rs_s_342	8516552	7155163	0.840	3582939	531832	442612	217731	0	169214
rs	rs_s_343	14123648	10804604	0.765	5336808	984731	1033224	1050133	0	250956
rs	rs_s_344	161931	129580	0.800	64148	10067	9993	9726	0	2565
rs	rs_s_345	6648967	5323408	0.801	2560981	451198	516853	199771	0	157737
rs	rs_s_346	130583	101608	0.778	49830	7913	8971	9730	0	2361
rs	rs_s_347	82858	59219	0.715	27983	4594	6527	11196	0	1322
rs	rs_s_349	7288678	5393363	0.740	2671828	610907	575866	570864	0	137678
rs	rs_s_35	13995991	11155798	0.797	5486559	905665	1106119	411800	0	416609
rs	rs_s_350	4980626	3934395	0.790	1869973	333478	376624	191887	0	144242
rs	rs_s_351	17023691	13936770	0.819	6816009	1001477	1191838	497819	0	395787
rs	rs_s_352	8910088	7258525	0.815	3553801	553302	618325	266322	0	213614
rs	rs_s_353	8791806	7189277	0.818	3555328	530188	626507	243392	0	202442
rs	rs_s_354	16232	8736	0.538	4865	1105	2201	3960	0	230
rs	rs_s_355	5233047	4241709	0.811	2040213	326624	398079	155588	0	111047
rs	rs_s_356	12422855	10165324	0.818	5008581	751106	871762	365358	0	269305
rs	rs_s_357	14314902	11961236	0.836	5885614	829851	840076	449503	0	234236
rs	rs_s_359	6876349	5809503	0.845	2891050	449647	321666	172510	0	123023
rs	rs_s_36	14347630	11125215	0.775	5561213	1016399	1256692	369760	0	579564
rs	rs_s_360	16771902	13123954	0.782	6558231	1121232	1468879	420445	0	637392
rs	rs_s_362	17995267	13275780	0.738	6449009	1706036	1411981	880589	0	720881
rs	rs_s_363	12404874	10159223	0.819	5051716	852647	746057	292057	0	354890
rs	rs_s_364	20067110	15586570	0.777	7697774	1359544	1380232	1404594	0	336170
rs	rs_s_365	28007710	23703662	0.846	11880471	1679373	1406091	661514	0	557070
rs	rs_s_366	17353093	14298235	0.824	7083724	1070124	1058460	540807	0	385467
rs	rs_s_367	18228450	13546842	0.743	6716020	1627483	1380045	1349442	0	324638
rs	rs_s_368	15251314	12837905	0.842	6402005	879498	826813	416202	0	290896
