pop	sample	records	primary_kept	kept_frac	primary_kept_read2	primary_disc_mapq	primary_disc_sclip	unmapped	secondary	supplementary
lb	lb_s_225	11158603	8886738	0.796	4272193	684452	904743	308561	0	374109
lb	lb_s_226	17299736	13803852	0.798	6791596	1134197	1347880	468711	0	545096
lb	lb_s_227	16769312	14298256	0.853	7133199	935354	794810	462384	0	278508
lb	lb_s_23	16231590	13458572	0.829	6636360	1114120	936943	391821	0	330134
lb	lb_s_230	36249089	30074547	0.830	14517577	2090780	2439918	1017885	0	625959
lb	lb_s_231	21767223	18508233	0.850	9204224	1198449	1094526	564856	0	401159
lb	lb_s_232	50376	32632	0.648	15626	2707	3264	10981	0	792
lb	lb_s_234	18763222	14999115	0.799	7186563	1230958	1470237	555460	0	507452
lb	lb_s_235	21029778	17848892	0.849	8896730	1159336	1084115	540363	0	397072
lb	lb_s_236	17825896	14650451	0.822	7279605	1084467	1113639	466941	0	510398
lb	lb_s_237	22889666	18692378	0.817	8964355	1442975	1513612	771655	0	469046
lb	lb_s_238	20260184	16788257	0.829	8311160	1242499	1167748	627032	0	434648
lb	lb_s_239	119669	83832	0.701	40074	7604	14971	10107	0	3155
lb	lb_s_24	21334187	18210439	0.854	9106375	1204995	1021421	516479	0	380853
lb	lb_s_240	18668403	15820625	0.847	7896515	1030521	912280	566444	0	338533
lb	lb_s_241	22829973	18793739	0.823	9157762	1415445	1568727	590539	0	461523
lb	lb_s_242	20690263	16277532	0.787	8119504	1390901	1724917	499954	0	796959
lb	lb_s_243	15720739	13128654	0.835	6469892	983543	909569	353882	0	345091
lb	lb_s_245	9484251	7593673	0.801	3780666	600558	761408	237745	0	290867
lb	lb_s_246	21818746	18560065	0.851	9122370	1086214	1125234	710333	0	336900
lb	lb_s_247	26009805	22140498	0.851	11087318	1437958	1274396	672064	0	484889
lb	lb_s_248	15145962	12634736	0.834	6232883	887276	957064	411638	0	255248
lb	lb_s_249	16990985	14331223	0.843	6984963	886035	934233	565237	0	274257
lb	lb_s_25	13783483	11472757	0.832	5654052	855681	807453	356821	0	290771
lb	lb_s_250	19848361	16420915	0.827	8212455	1307034	1170249	420414	0	529749
lb	lb_s_251	12637798	8080926	0.639	4201862	972876	1953623	374463	0	1255910
lb	lb_s_253	18939932	15613354	0.824	7722378	1259421	1074633	586678	0	405846
lb	lb_s_254	16876985	13749785	0.815	6624619	960005	1261625	466933	0	438637
lb	lb_s_257	19228527	15946268	0.829	7917342	1256139	1073890	442743	0	509487
lb	lb_s_259	13506496	9915547	0.734	4910174	1280202	1009588	1074481	0	226678
lb	lb_s_26	21131976	17705168	0.838	8823713	1305176	1168795	513729	0	439108
lb	lb_s_260	18939010	15600158	0.824	7726261	1173673	1131783	606096	0	427300
lb	lb_s_261	20938275	17506305	0.836	8539276	1250942	1170350	651173	0	359505
lb	lb_s_262	22045634	18497916	0.839	9099855	1339649	1231422	598863	0	377784
lb	lb_s_264	10155828	8485276	0.836	4219037	706836	503212	243586	0	216918
lb	lb_s_265	6484380	5432456	0.838	2680018	408433	364993	158974	0	119524
lb	lb_s_266	70891	46530	0.656	20962	3678	5833	14037	0	813
lb	lb_s_267	47895	34258	0.715	15960	3239	4203	5456	0	739
lb	lb_s_268	19376863	15098477	0.779	7454687	1345596	1312641	1307312	0	312837
lb	lb_s_269	10281775	8574210	0.834	4264393	632593	573254	241549	0	260169
lb	lb_s_270	5657296	4628145	0.818	2277609	372800	377361	163958	0	115032
lb	lb_s_271	17130087	14251523	0.832	7055779	988504	998511	522198	0	369351
lb	lb_s_272	9347363	7814431	0.836	3861449	585032	500873	249364	0	197663
lb	lb_s_273	21163567	17342699	0.819	8381650	1391684	1425647	625884	0	377653
lb	lb_s_274	8501955	5399700	0.635	2822044	629956	1351561	266181	0	854557
lb	lb_s_275	302890	246143	0.813	121245	19757	15285	15185	0	6520
lb	lb_s_276	15713482	12628346	0.804	6170726	981542	1269679	498255	0	335660
lb	lb_s_277	12244710	10288821	0.840	5070509	728239	686241	321079	0	220330
lb	lb_s_278	9194738	7750284	0.843	3839184	569004	433956	248460	0	193034
lb	lb_s_279	7294647	5776510	0.792	2783375	495067	584402	199827	0	238841
lb	lb_s_28	14296432	11853916	0.829	5926761	934525	824008	320277	0	363706
lb	lb_s_280	17536469	14375072	0.820	7082244	1156896	1173083	474723	0	356695
lb	lb_s_282	12401015	10257995	0.827	5023717	787566	773518	340107	0	241829
lb	lb_s_283	18175923	14777446	0.813	7116093	1161744	1327130	528146	0	381457
lb	lb_s_284	18124674	15044563	0.830	7435081	1154876	994900	525121	0	405214
lb	lb_s_285	22476724	18684101	0.831	9148383	1404532	1381326	575745	0	431020
lb	lb_s_286	16945729	14158054	0.835	7000136	1062962	923413	435491	0	365809
lb	lb_s_287	26927759	22329488	0.829	10792116	1521732	1908064	724138	0	444337
lb	lb_s_288	22175968	18640813	0.841	9196022	1336979	1245605	526599	0	425972
lb	lb_s_289	58365	39595	0.678	19299	3461	4581	9479	0	1249
lb	lb_s_29	3373469	2708063	0.803	1310458	227184	265432	88205	0	84585
lb	lb_s_290	6803851	5677358	0.834	2769253	386802	393835	230411	0	115445
lb	lb_s_291	20712046	17563591	0.848	8767848	1150163	1106255	486271	0	405766
lb	lb_s_292	6575577	5326786	0.810	2628187	437494	464052	184068	0	163177
lb	lb_s_294	12925990	10879054	0.842	5351776	722187	742770	349651	0	232328
lb	lb_s_295	18741977	15208917	0.811	7492348	1247076	1315965	513106	0	456913
lb	lb_s_3	15163575	12618911	0.832	6283564	1026629	830581	348023	0	339431
lb	lb_s_30	23390654	19164718	0.819	9385472	1447579	1672612	637269	0	468476
lb	lb_s_301	2600488	2101787	0.808	1018517	176454	200731	65196	0	56320
lb	lb_s_302	13043946	10749593	0.824	5315356	873046	736179	413426	0	271702
lb	lb_s_303	13769636	10988217	0.798	5213990	891909	985060	524552	0	379898
lb	lb_s_304	23580213	19935463	0.845	9969925	1457175	1164942	554490	0	468143
lb	lb_s_305	12356346	10261192	0.830	5075989	762907	695967	389960	0	246320
lb	lb_s_306	13240107	11150001	0.842	5567422	818369	697969	308891	0	264877
lb	lb_s_308	16395146	13858826	0.845	6909980	955755	845476	433211	0	301878
lb	lb_s_309	8265638	6462045	0.782	3227491	552458	718813	198870	0	333452
lb	lb_s_31	16599211	13791012	0.831	6813716	994950	935135	544395	0	333719
lb	lb_s_310	14059109	11604194	0.825	5692591	908141	941745	336850	0	268179
lb	lb_s_311	7165176	6053617	0.845	3040897	421129	377528	158736	0	154166
lb	lb_s_312	7598834	6338304	0.834	3143312	498323	404853	191162	0	166192
lb	lb_s_313	10103211	8063014	0.798	4009707	621166	834366	247256	0	337409
lb	lb_s_314	144410	115212	0.798	57056	7682	6971	12247	0	2298
lb	lb_s_315	21090575	18066929	0.857	9048833	1111557	1011990	520114	0	379985
lb	lb_s_316	20759267	16883982	0.813	8130988	1375832	1484309	615271	0	399873
lb	lb_s_32	17047129	14168409	0.831	6994794	1059666	942260	554865	0	321929
lb	lb_s_33	16970514	14196411	0.837	7038557	1039201	937791	460153	0	336958
lb	lb_s_34	14631256	12137795	0.830	6009241	861148	847785	473360	0	311168
lb	lb_s_35	16984166	14066957	0.828	6968184	1028800	978878	553705	0	355826
lb	lb_s_37	12594836	10628570	0.844	5187861	672677	693140	398653	0	201796
lb	lb_s_38	13270433	10358894	0.781	5168109	928905	1135114	326577	0	520943
lb	lb_s_39	18918541	15920797	0.842	7918407	1167317	951359	514389	0	364679
lb	lb_s_4	12401577	10156224	0.819	5004441	736569	855404	368619	0	284761
lb	lb_s_40	24640619	20706052	0.840	10291082	1649682	1181348	622512	0	481025
lb	lb_s_41	24387367	20196141	0.828	10027842	1658370	1334010	598379	0	600467
lb	lb_s_42	14817427	12230370	0.825	5993875	1008784	907632	392232	0	278409
lb	lb_s_44	15657981	12925647	0.825	6339616	921634	1092786	409625	0	308289
lb	lb_s_45	15671337	12765408	0.815	6242251	992958	1082385	468419	0	362167
lb	lb_s_46	16530368	13714434	0.830	6732975	977818	1098508	443768	0	295840
lb	lb_s_48	20853393	16758417	0.804	7981345	1347015	1452023	801711	0	494227
lb	lb_s_49	17179871	14095554	0.820	6885404	1053484	1149682	559474	0	321677
lb	lb_s_5	14515949	11907270	0.820	5854166	909700	977285	437955	0	283739
lb	lb_s_50	17636624	14758301	0.837	7327771	1108151	936033	419633	0	414506
lb	lb_s_51	16571820	13983668	0.844	6980078	938848	884472	442106	0	322726
lb	lb_s_52	17570663	13940174	0.793	6623576	1222330	1395066	647160	0	365933
lb	lb_s_53	16838315	13910086	0.826	6877367	1051413	972054	559863	0	344899
lb	lb_s_54	8022103	6504928	0.811	3179679	457025	633392	271399	0	155359
lb	lb_s_55	16113762	13619550	0.845	6823996	944370	806027	442581	0	301234
lb	lb_s_56	15297805	12587008	0.823	6182437	941413	1021322	451319	0	296743
lb	lb_s_58	14313060	11963690	0.836	5874605	807887	789528	530447	0	221508
lb	lb_s_60	21242481	17743595	0.835	8837564	1338701	1195957	471189	0	493039
lb	lb_s_61	22019609	18041936	0.819	8863291	1434097	1467389	641086	0	435101
lb	lb_s_62	14601407	11977062	0.820	5952816	1001820	834879	376887	0	410759
lb	lb_s_63	15830979	12354473	0.780	6167242	1051998	1391375	382586	0	650547
lb	lb_s_65	17577413	14151281	0.805	6805127	1209305	1301061	529211	0	386555
lb	lb_s_66	25460087	20551643	0.807	9924597	1861790	1855612	699121	0	491921
lb	lb_s_67	17708763	14562259	0.822	7289396	1226683	1061840	385128	0	472853
lb	lb_s_68	17143502	14446638	0.843	7094999	928111	917351	598548	0	252854
lb	lb_s_69	22726695	18902408	0.832	9372710	1477918	1236062	591622	0	518685
lb	lb_s_7	15046158	12089482	0.803	5801200	1057815	1100705	473228	0	324928
lb	lb_s_70	18214970	15529904	0.853	7733686	972572	856703	548687	0	307104
lb	lb_s_71	13026177	10657370	0.818	5281417	838653	813118	419981	0	297055
lb	lb_s_72	21913870	18350051	0.837	9111598	1384393	1161469	506981	0	510976
lb	lb_s_74	18727168	15654793	0.836	7762864	1191817	991143	497933	0	391482
lb	lb_s_75	17922608	15239916	0.850	7608680	995547	876730	504493	0	305922
lb	lb_s_76	26161712	22166058	0.847	11031616	1728890	1191343	615529	0	459892
lb	lb_s_77	23253345	19455745	0.837	9669719	1409358	1259624	653001	0	475617
lb	lb_s_78	17465471	14591354	0.835	7227658	1028661	976533	516724	0	352199
lb	lb_s_79	16699629	14089680	0.844	6977134	900025	934716	450415	0	324793
lb	lb_s_8	17023310	14020556	0.824	6926384	1003159	1009300	636615	0	353680
lb	lb_s_80	13241654	10342821	0.781	5164152	883353	1154501	309343	0	551636
lb	lb_s_81	16175474	13382326	0.827	6660888	1042837	987576	348169	0	414566
lb	lb_s_82	22126775	18007329	0.814	8585870	1384810	1512254	847839	0	374543
lb	lb_s_83	16307019	13709898	0.841	6747976	901958	931119	471027	0	293017
lb	lb_s_84	18142064	15411388	0.849	7725763	1008505	888783	513740	0	319648
lb	lb_s_85	34670868	28550836	0.823	13717468	2107979	2398610	1054275	0	559168
lb	lb_s_86	18571609	15240069	0.821	7461025	1195848	1253317	529362	0	353013
lb	lb_s_87	20355179	17359732	0.853	8683936	1105124	1001625	510817	0	377881
lb	lb_s_88	8394694	5323310	0.634	2776987	612147	1331501	281284	0	846452
lb	lb_s_89	15496543	13063555	0.843	6488881	998561	736484	381894	0	316049
lb	lb_s_9	24417993	20726322	0.849	10282619	1374028	1155744	685088	0	476811
lb	lb_s_90	4720762	3970905	0.841	1978452	312014	231857	125810	0	80176
lb	lb_s_91	16933729	14364169	0.848	7166469	979771	838871	455649	0	295269
lb	lb_s_93	14784956	12207999	0.826	6047018	862122	896263	498660	0	319912
lb	lb_s_96	11603328	9738890	0.839	4800922	697628	660777	268509	0	237524
lb	lb_s_97	17650086	14654271	0.830	7295000	1155931	1042127	376861	0	420896
lb	lb_s_98	13198902	11216143	0.850	5597409	724333	688840	325676	0	243910
lb	lb_s_99	13559317	11149114	0.822	5429819	886231	909194	356035	0	258743
rs	rs_f_10	18396916	15046220	0.818	7402986	1083028	1306295	535007	0	426366
rs	rs_f_102	23290640	19290520	0.828	9535649	1436834	1337306	721470	0	504510
rs	rs_f_103	18979329	16002970	0.843	7910298	1030149	1059259	557244	0	329707
rs	rs_f_105	59108823	47934800	0.811	22974835	3707593	4435163	1923516	0	1107751
rs	rs_f_106	39638295	32220700	0.813	15762694	2789235	2652162	1025605	0	950593
rs	rs_f_107	14772	4976	0.337	2457	447	858	8343	0	148
rs	rs_f_108	34598741	29293550	0.847	14590302	1836002	1740044	1115906	0	613239
rs	rs_f_109	50452555	42774035	0.848	21347353	2867526	2514081	1391834	0	905079
rs	rs_f_110	40712958	34389346	0.845	17095819	2512980	1982083	1013007	0	815542
rs	rs_f_112	66634553	54488184	0.818	26328161	4365275	4788307	1844252	0	1148535
rs	rs_f_113	21796153	18350589	0.842	9056408	1177818	1232983	656580	0	378183
rs	rs_f_114	19725047	15613270	0.792	7787825	1301518	1632463	474333	0	703463
rs	rs_f_115	16345569	12726473	0.779	6354226	1157173	1407893	383769	0	670261
rs	rs_f_116	29940723	24831049	0.829	12373484	1862269	1806800	733586	0	707019
rs	rs_f_117	37213886	29460088	0.792	13959192	2478445	2770320	1469417	0	1035616
rs	rs_f_118	26230443	21326561	0.813	10587667	1662285	1717392	738028	0	786177
rs	rs_f_119	49516734	40355316	0.815	19739571	3290458	3317224	1342664	0	1211072
rs	rs_f_12	12669354	10569279	0.834	5199825	693622	770283	412870	0	223300
rs	rs_f_120	67138549	54691696	0.815	27050884	4309162	4771598	1948484	0	1417609
rs	rs_f_121	20170535	16930968	0.839	8365769	1131025	1149627	601760	0	357155
rs	rs_f_122	19785321	16422661	0.830	8033675	1142905	1283113	585457	0	351185
rs	rs_f_123	18326859	15173803	0.828	7455884	1061437	1155829	572581	0	363209
rs	rs_f_124	20254881	16575787	0.818	8073869	1382725	1378067	520349	0	397953
rs	rs_f_125	17000406	14012124	0.824	6984967	1160548	1053176	346922	0	427636
rs	rs_f_126	25636205	21616023	0.843	10851446	1546030	1362739	548130	0	563283
rs	rs_f_128	26665308	21555868	0.808	10712710	1829515	1752998	721045	0	805882
rs	rs_f_129	13108657	11063675	0.844	5442599	736976	727417	367714	0	212875
rs	rs_f_13	19706316	15316415	0.777	7650242	1361507	1734541	470541	0	823312
rs	rs_f_130	31412098	24514652	0.780	12158872	2137468	2735419	792161	0	1232398
rs	rs_f_131	17754440	14589407	0.822	7129693	943727	1263602	622844	0	334860
rs	rs_f_132	12265361	9733167	0.794	4681282	837733	1013184	331828	0	349449
rs	rs_f_133	17383538	14203973	0.817	6993366	1176075	1168294	474820	0	360376
rs	rs_f_134	8413240	6179244	0.734	3051465	650982	618470	813048	0	151496
rs	rs_f_135	43801128	36346430	0.830	18031042	2745591	2511262	1005465	0	1192380
rs	rs_f_136	23413311	19238880	0.822	9430056	1574704	1516892	602314	0	480521
rs	rs_f_137	21071157	16284429	0.773	8075428	1468876	1912201	527030	0	878621
rs	rs_f_138	30689323	23642968	0.770	11786744	2179622	2760803	743185	0	1362745
rs	rs_f_139	31496553	26459737	0.840	13186304	1792055	1744151	845707	0	654903
rs	rs_f_14	15107273	12665291	0.838	6325038	949797	772571	445015	0	274599
rs	rs_f_140	32168294	27011823	0.840	13479353	1944183	1667898	898696	0	645694
rs	rs_f_141	20684661	15354725	0.742	7567426	1589479	1619700	1741562	0	379195
rs	rs_f_143	25570746	20816965	0.814	10290789	1729873	1584097	807995	0	631816
rs	rs_f_144	28841784	22834859	0.792	11332567	1792933	2449023	715357	0	1049612
rs	rs_f_145	24325665	20061293	0.825	9903548	1452340	1472904	827549	0	511579
rs	rs_f_149	17733277	14674126	0.827	7258888	1119887	998027	558636	0	382601
rs	rs_f_15	63235531	53465976	0.846	26563464	4114566	2849300	1812880	0	992809
rs	rs_f_151	24723797	20353469	0.823	9963347	1494837	1712700	662858	0	499933
rs	rs_f_152	13100595	10539922	0.805	5200456	826973	999048	361387	0	373265
rs	rs_f_153	25502132	21122017	0.828	10540948	1629583	1480307	673601	0	596624
rs	rs_f_154	23453996	19821578	0.845	9930352	1348134	1205480	613716	0	465088
rs	rs_f_156	48578	26718	0.550	12919	2164	3022	15862	0	812
rs	rs_f_157	32108453	25451253	0.793	12511722	2196948	2557623	884322	0	1018307
rs	rs_f_158	31147376	24826993	0.797	12330110	1932525	2564811	764345	0	1058702
rs	rs_f_159	31611056	26020579	0.823	12784795	1926897	2217659	786499	0	659422
rs	rs_f_16	15326219	12457119	0.813	6058218	990650	1102803	414406	0	361241
rs	rs_f_160	34383975	28344431	0.824	13956597	2043466	2331685	948544	0	715849
rs	rs_f_162	23341652	19307404	0.827	9472656	1368948	1386895	875915	0	402490
rs	rs_f_163	20945782	17618067	0.841	8782381	1270355	1152554	471190	0	433616
rs	rs_f_165	22427159	18871985	0.841	9369193	1424891	1110037	519505	0	500741
rs	rs_f_166	10372966	6655202	0.642	3458414	755822	1612283	318199	0	1031460
rs	rs_f_167	9378595	6027852	0.643	3136299	692889	1449302	288503	0	920049
rs	rs_f_168	22188251	18486359	0.833	9195902	1366937	1231495	631867	0	471593
rs	rs_f_169	36880133	30462820	0.826	15218718	2159149	2270321	1158634	0	829209
rs	rs_f_17	28635501	24072498	0.841	11926439	1654552	1600254	726264	0	581933
rs	rs_f_170	10904072	6964692	0.639	3626940	825862	1705011	337503	0	1071004
rs	rs_f_171	24141329	20331792	0.842	10144058	1389413	1246072	724575	0	449477
rs	rs_f_172	35637670	29822459	0.837	14967177	2092860	2020663	868284	0	833404
rs	rs_f_173	16060181	13408836	0.835	6688902	1047568	852759	432931	0	318087
rs	rs_f_174	29504862	24321626	0.824	12040464	1901713	1739675	768022	0	773826
rs	rs_f_175	22048635	18527407	0.840	9089547	1155851	1246270	763736	0	355371
rs	rs_f_176	26781661	22055777	0.824	10889607	1639612	1620890	862803	0	602579
rs	rs_f_177	19520964	15947019	0.817	7805996	1225236	1414265	562050	0	372394
rs	rs_f_178	18268913	15088185	0.826	7514409	1202973	1063703	445751	0	468301
rs	rs_f_179	18338436	14743898	0.804	7095785	1205874	1398251	580531	0	409882
rs	rs_f_18	20501464	16734851	0.816	8242509	1328778	1407765	582884	0	447186
rs	rs_f_180	17887238	15066603	0.842	7513527	1049069	994766	412372	0	364428
rs	rs_f_181	11794503	9771200	0.828	4800815	716804	797917	283671	0	224911
rs	rs_f_182	13560747	11242787	0.829	5561287	842416	770896	426167	0	278481
rs	rs_f_183	8828890	7034462	0.797	3468785	612752	682665	243323	0	255688
rs	rs_f_184	16056332	13449624	0.838	6620657	927602	937318	459330	0	282458
rs	rs_f_185	13521284	10487450	0.776	5231636	958453	1193686	321589	0	560106
rs	rs_f_186	21440800	17434384	0.813	8312687	1282712	1509809	812873	0	401022
rs	rs_f_187	14423310	10477671	0.726	5189776	1340400	1145282	1218567	0	241390
rs	rs_f_188	18695554	15822754	0.846	7891442	1052141	980894	495683	0	344082
rs	rs_f_189	6181159	5217280	0.844	2597171	350005	324448	176625	0	112801
rs	rs_f_19	17127008	13852742	0.809	6888080	1193421	1097234	495577	0	488034
rs	rs_f_190	20793798	17539288	0.843	8759274	1205915	1129298	506105	0	413192
rs	rs_f_191	11505375	9320008	0.810	4635314	737161	743801	372138	0	332267
rs	rs_f_192	13190410	10824775	0.821	5300643	757487	924016	379068	0	305064
rs	rs_f_193	19325640	16222154	0.839	8104841	1172045	1071203	465044	0	395194
rs	rs_f_194	22013216	17453551	0.793	8276530	1475596	1799010	828807	0	456252
rs	rs_f_196	14514695	12168871	0.838	6076865	886847	806635	349025	0	303317
rs	rs_f_197	26167476	22131398	0.846	10889796	1370984	1476484	748098	0	440512
rs	rs_f_199	16899320	13645999	0.807	6590807	1114723	1253293	486221	0	399084
rs	rs_f_2	13125864	10798451	0.823	5400324	886227	788121	309849	0	343216
rs	rs_f_20	18672832	15344904	0.822	7671265	1223955	1164707	400724	0	538542
rs	rs_f_202	22614663	18103241	0.801	8612287	1464314	1635652	857361	0	554095
rs	rs_f_203	18020065	14941815	0.829	7425909	1133213	1038955	413381	0	492701
rs	rs_f_204	15049571	11660856	0.775	5829018	1049324	1350500	358798	0	630093
rs	rs_f_205	15288838	12655299	0.828	6280202	947124	869155	412852	0	404408
rs	rs_f_206	14903946	12261488	0.823	6079143	942639	905626	455641	0	338552
rs	rs_f_207	13653235	9965310	0.730	4930160	1286465	1060811	1095606	0	245043
rs	rs_f_208	15989779	11542448	0.722	5598508	1527996	1347018	901488	0	670829
rs	rs_f_209	17086442	14029261	0.821	6958360	1095550	1043088	538083	0	380460
rs	rs_f_21	25028658	20835792	0.832	10296689	1569686	1398627	680211	0	544342
rs	rs_f_210	17991375	14448696	0.803	7118971	1192959	1348604	514909	0	486207
rs	rs_f_211	9269834	7524648	0.812	3644015	605506	692975	242479	0	204226
rs	rs_f_212	13336428	10986049	0.824	5381701	895155	851523	349159	0	254542
rs	rs_f_213	7638860	6332922	0.829	3170519	494991	451589	165998	0	193360
rs	rs_f_214	15182897	12472215	0.821	6143986	916257	1038858	414538	0	341029
rs	rs_f_215	92326	69872	0.757	31932	5522	8013	7447	0	1472
rs	rs_f_216	1987770	1663361	0.837	836647	128744	103173	51428	0	41064
rs	rs_f_217	5278650	4104823	0.778	2021305	364805	454596	141984	0	212442
rs	rs_f_218	15922583	13149492	0.826	6577701	1019672	976324	332384	0	444711
rs	rs_f_219	7204405	5760913	0.800	2769248	502257	560066	217430	0	163739
rs	rs_f_22	15051119	12509904	0.831	6227625	966090	879529	333355	0	362241
rs	rs_f_220	17164180	14183342	0.826	7015200	1081131	1007251	538326	0	354130
rs	rs_f_221	20708471	17421831	0.841	8573438	1195361	1167980	572280	0	351019
rs	rs_f_222	21393705	17683889	0.827	8760687	1381702	1171292	555369	0	601453
rs	rs_f_223	17602654	13606997	0.773	6715676	1210162	1232339	1251088	0	302068
rs	rs_f_224	14434505	12220229	0.847	6115879	826438	745219	360370	0	282249
rs	rs_f_225	20122987	16929929	0.841	8410768	1329650	971110	490169	0	402129
rs	rs_f_226	16873060	14163774	0.839	6977077	993141	957302	470027	0	288816
rs	rs_f_227	19484893	16367343	0.840	8177091	1163541	1084747	473063	0	396199
rs	rs_f_228	18206910	14538642	0.799	7227752	1136713	1492743	444360	0	594452
rs	rs_f_229	19175768	15768105	0.822	7889030	1269974	1188985	407428	0	541276
rs	rs_f_231	8144816	6456953	0.793	3097641	555804	658400	245285	0	228374
rs	rs_f_232	20813647	17806032	0.855	8919952	1102434	1018785	503229	0	383167
rs	rs_f_233	19404620	16427039	0.847	8171541	1099216	1006489	494632	0	377244
rs	rs_f_234	20769319	17298574	0.833	8541487	1229558	1179483	577359	0	484345
rs	rs_f_235	23179534	19734708	0.851	9889017	1263412	1151893	596805	0	432716
rs	rs_f_236	18331671	15236799	0.831	7563070	1100170	1068521	434724	0	491457
rs	rs_f_237	12962603	9131197	0.704	4422092	1304919	1109661	862129	0	554697
rs	rs_f_238	16692158	13851920	0.830	6895847	987943	1068477	338882	0	444936
rs	rs_f_239	14146162	11717190	0.828	5808096	938910	743954	387326	0	358782
rs	rs_f_24	21015054	17550434	0.835	8631539	1214963	1221770	662073	0	365814
rs	rs_f_240	101370	32824	0.324	16201	3042	3320	60944	0	1240
rs	rs_f_241	19257239	16213092	0.842	8067018	1143679	1015109	509978	0	375381
rs	rs_f_242	8193905	6449885	0.787	3092024	539014	693572	244619	0	266815
rs	rs_f_243	22485505	17976772	0.799	8540003	1434278	1609715	896547	0	568193
rs	rs_f_244	16348760	13536307	0.828	6643938	985591	1114387	398435	0	314040
rs	rs_f_245	26775098	22103973	0.826	11004913	1716253	1699556	547808	0	707508
rs	rs_f_246	19542092	16196740	0.829	7958902	1138366	1348544	475366	0	383076
rs	rs_f_247	18504158	15260625	0.825	7329221	1079368	1209984	615613	0	338568
rs	rs_f_248	2982907	2424626	0.813	1175234	197779	226310	77481	0	56711
rs	rs_f_249	15231176	12440180	0.817	6093454	1050439	1004717	411296	0	324544
rs	rs_f_25	22552754	18892710	0.838	9358132	1288162	1288769	628197	0	454916
rs	rs_f_250	18090887	14785734	0.817	7248058	1116239	1340933	476838	0	371143
rs	rs_f_251	19210033	15805746	0.823	7731247	1135770	1312816	584192	0	371509
rs	rs_f_252	18337567	15413829	0.841	7696010	1117565	964267	471821	0	370085
rs	rs_f_253	13410568	10878986	0.811	5415181	900827	875976	363791	0	390988
rs	rs_f_254	18332103	14651095	0.799	6958015	1122174	1493525	684482	0	380827
rs	rs_f_255	6879832	5558816	0.808	2669498	440830	520364	213656	0	146166
rs	rs_f_256	16682944	13856506	0.831	6873624	1078083	935178	429125	0	384052
rs	rs_f_257	14241704	11598728	0.814	5730927	876504	1030832	392310	0	343330
rs	rs_f_258	17775025	14753074	0.830	7243841	1024232	1203049	459325	0	335345
rs	rs_f_259	24334610	20114001	0.827	9753781	1468191	1703014	645660	0	403744
rs	rs_f_26	18552464	15644479	0.843	7732895	1057563	1007820	522308	0	320294
rs	rs_f_260	17177107	14366511	0.836	7182017	1002445	986093	457249	0	364809
rs	rs_f_261	25327929	21577919	0.852	10748805	1331770	1231656	724639	0	461945
rs	rs_f_262	129936	90989	0.700	43035	8576	15595	11452	0	3324
rs	rs_f_263	151919	110053	0.724	54381	10130	15094	10959	0	5683
rs	rs_f_264	136418	93042	0.682	42470	8269	19660	13229	0	2218
rs	rs_f_265	10813330	8871287	0.820	4420485	727967	673305	272251	0	268520
rs	rs_f_266	12314600	10195150	0.828	5029765	838148	737197	288081	0	256024
rs	rs_f_267	14876195	11882733	0.799	5651227	917817	1218839	537063	0	319743
rs	rs_f_268	5147764	4355163	0.846	2187823	302080	266997	117000	0	106524
rs	rs_f_269	7198429	6082824	0.845	3049500	421156	367000	191360	0	136089
rs	rs_f_27	3845930	3092515	0.804	1498051	248690	309187	93374	0	102164
rs	rs_f_270	28064754	21847244	0.778	10921179	1994254	2430216	679440	0	1113600
rs	rs_f_271	17189600	13683694	0.796	6500001	1173451	1222924	677225	0	432306
rs	rs_f_272	7521508	6332679	0.842	3153007	440875	396978	211688	0	139288
rs	rs_f_276	5798318	4207018	0.726	2049723	581615	454298	358779	0	196608
rs	rs_f_278	24371494	20797328	0.853	10421325	1306441	1211316	603725	0	452684
rs	rs_f_279	6590577	5495959	0.834	2707301	385119	395783	187113	0	126603
rs	rs_f_28	23917609	20108592	0.841	9999017	1586118	1171979	550353	0	500567
rs	rs_f_280	18313959	15307508	0.836	7472617	1043531	1064816	592587	0	305517
rs	rs_f_281	15944575	13303874	0.834	6629582	1012306	920760	344996	0	362639
rs	rs_f_282	20105313	15031669	0.748	7444399	1606411	1531426	1580422	0	355385
rs	rs_f_283	9999218	8240325	0.824	4055550	601375	674723	284473	0	198322
rs	rs_f_284	11555011	9474513	0.820	4633299	685491	828603	351407	0	214997
rs	rs_f_285	10106509	7131587	0.706	3462783	1075554	865293	607202	0	426873
rs	rs_f_286	23480776	18583547	0.791	9187675	1448389	1556821	1517417	0	374602
rs	rs_f_287	3185370	2538261	0.797	1228640	215256	262604	77763	0	91486
rs	rs_f_289	5219972	3820474	0.732	1888502	468823	403987	436822	0	89866
rs	rs_f_290	10689871	8753688	0.819	4176954	624451	733411	397476	0	180845
rs	rs_f_3	19683840	16494217	0.838	8154830	1154462	1107749	579070	0	348342
rs	rs_f_31	19722991	15770221	0.800	7769446	1298685	1540856	548492	0	564737
rs	rs_f_33	44702762	36762948	0.822	17833403	2871231	3144915	1190626	0	733042
rs	rs_f_34	15551796	12778372	0.822	6359528	1066365	912365	371588	0	423106
rs	rs_f_35	8677056	6938053	0.800	3350361	557206	696033	229920	0	255844
